PID,condition,n_assistant_turns,assistant_words,mean_words_per_turn,n_user_turns,user_words,n_questions,type_token_ratio,fk_grade,first_sg_p100,first_pl_p100,second_person_p100,affect_p100,ack_warm_p100,hedge_p100,emotion_q_p100,personalisation_p100,patient_echo_rate,passive_p100,ack_procedural_p100,directive_p100,technical_p100,session_minutes,n_order_anomalies,PC_index,TC_index,style_index
090,Task-Centred,13,281,21.615384615384617,11,28,10,0.5658362989323843,7.327897215825832,1.0676156583629892,0.35587188612099646,3.9145907473309607,1.7793594306049823,0.0,0.0,0.0,0.35587188612099646,0.006493506493506494,3.202846975088968,8.540925266903914,0.35587188612099646,6.761565836298932,8.312135383333333,0,-1.0040220020945145,0.7929879238255703,-1.7970099259200847
092,Patient-Centred,13,354,27.23076923076923,11,46,11,0.5451977401129944,5.678333333333335,2.824858757062147,1.1299435028248588,8.757062146892656,5.367231638418079,1.694915254237288,1.4124293785310735,1.1299435028248588,1.4124293785310735,0.026595744680851064,0.0,0.2824858757062147,0.0,5.367231638418079,8.5115178,0,0.9077182903280497,-0.9170715414424535,1.8247898317705031
093,Task-Centred,20,473,23.65,18,140,14,0.4630021141649049,7.947388277320115,1.2684989429175475,0.42283298097251587,5.07399577167019,1.4799154334038056,0.42283298097251587,0.42283298097251587,0.0,1.6913319238900635,0.030534351145038167,2.536997885835095,5.708245243128964,0.8456659619450317,9.30232558139535,10.583316383333333,0,-0.4470830050465832,1.2872919729055616,-1.734374977952145
095,Patient-Centred,14,350,25.0,13,119,12,0.5514285714285714,6.747248120300753,2.857142857142857,0.5714285714285714,8.0,4.285714285714286,0.8571428571428571,1.1428571428571428,0.8571428571428571,1.7142857142857142,0.10204081632653061,0.0,0.5714285714285714,0.0,5.142857142857143,9.8449304,0,0.5207525526831799,-0.9276662273455195,1.4484187800286994
096,Task-Centred,11,267,24.272727272727273,11,29,9,0.602996254681648,7.448677021370347,1.4981273408239701,0.0,3.3707865168539324,1.4981273408239701,0.37453183520599254,0.0,0.0,0.7490636704119851,0.02027027027027027,3.3707865168539324,7.865168539325842,0.37453183520599254,7.49063670411985,8.74077915,4,-0.9060802302919161,0.8937332740993462,-1.7998135043912624
098,Patient-Centred,30,782,26.066666666666666,29,213,25,0.3273657289002558,5.832203557312255,4.3478260869565215,1.7902813299232736,7.928388746803069,5.115089514066496,1.0230179028132993,2.4296675191815855,1.278772378516624,1.1508951406649617,0.1351981351981352,0.1278772378516624,1.0230179028132993,0.0,4.987212276214834,14.880893283333334,0,1.0882505923674248,-0.8939352919150365,1.9821858842824613
099,Task-Centred,17,382,22.470588235294116,17,246,12,0.5,6.341885804603383,1.0471204188481675,0.7853403141361257,4.712041884816754,1.5706806282722514,0.0,1.3089005235602094,0.0,0.5235602094240838,0.095,3.141361256544503,7.853403141361256,0.5235602094240838,5.7591623036649215,12.296127133333332,0,-0.6601183568958635,0.7422784964630584,-1.402396853358922
101,Patient-Centred,16,471,29.4375,15,120,15,0.4692144373673036,6.8986619957537165,3.1847133757961785,1.4861995753715498,7.643312101910828,5.307855626326964,2.1231422505307855,1.4861995753715498,1.4861995753715498,1.4861995753715498,0.06159420289855073,0.6369426751592356,0.6369426751592356,0.0,5.520169851380042,11.476626216666666,0,1.090258361629407,-0.7579392822330204,1.8481976438624275
104,Patient-Centred,17,432,25.41176470588235,15,61,15,0.5254629629629629,6.559015495086925,2.7777777777777777,1.1574074074074074,7.638888888888889,4.62962962962963,1.1574074074074074,1.8518518518518519,1.1574074074074074,0.9259259259259259,0.0912863070539419,0.0,0.46296296296296297,0.23148148148148148,5.092592592592593,9.71706605,0,0.6289424510567827,-0.7272866862446136,1.3562291373013964
105,Task-Centred,15,316,21.066666666666666,14,27,11,0.5189873417721519,6.992502207830441,0.6329113924050633,1.2658227848101267,4.430379746835443,1.5822784810126582,0.0,0.31645569620253167,0.0,0.9493670886075949,0.0,3.7974683544303796,6.962025316455696,0.6329113924050633,6.962025316455696,8.820633966666666,0,-0.7030827126518779,1.064254869622442,-1.76733758227432
107,Patient-Centred,20,621,31.05,19,213,18,0.44122383252818037,6.374852828594811,2.898550724637681,2.0933977455716586,6.763285024154589,4.025764895330113,0.966183574879227,1.1272141706924315,2.254428341384863,1.1272141706924315,0.12615384615384614,0.322061191626409,0.4830917874396135,0.0,3.3816425120772946,12.240486766666667,0,0.7838058911708187,-1.132553355356261,1.9163592465270796
108,Task-Centred,15,384,25.6,14,80,12,0.4713541666666667,8.438568840579709,1.8229166666666667,0.0,3.3854166666666665,1.5625,0.2604166666666667,0.0,0.0,0.5208333333333334,0.045454545454545456,2.34375,5.208333333333333,0.2604166666666667,8.072916666666666,9.8200008,3,-0.9413696333848725,0.4932069267089918,-1.4345765600938643
110,Patient-Centred,13,347,26.692307692307693,12,49,11,0.5446685878962536,6.022192603266088,4.034582132564841,2.3054755043227666,6.340057636887608,5.475504322766571,1.7291066282420748,1.1527377521613833,1.1527377521613833,1.1527377521613833,0.02617801047120419,0.2881844380403458,0.8645533141210374,0.0,4.610951008645533,8.4209178,3,0.9530807252258893,-0.93236846875273,1.8854491939786193
111,Task-Centred,12,267,22.25,11,22,10,0.5617977528089888,7.803120385232745,1.1235955056179776,0.37453183520599254,4.119850187265918,2.247191011235955,0.37453183520599254,0.0,0.0,0.7490636704119851,0.0,3.3707865168539324,7.49063670411985,0.7490636704119851,8.98876404494382,8.1516721,2,-0.7826179589635226,1.430767790280865,-2.2133857492443876
113,Patient-Centred,12,323,26.916666666666668,11,104,11,0.5696594427244582,6.4204615817618915,3.4055727554179565,1.8575851393188854,7.120743034055727,5.2631578947368425,0.9287925696594427,1.5479876160990713,1.5479876160990713,1.238390092879257,0.06741573033707865,0.0,0.6191950464396285,0.0,4.953560371517028,8.676110766666666,3,0.8697206933368765,-0.9513716411190223,1.8210923344558987
